,SerialNumberContract,Qty,ContractNumber,SerialNumber,is_serialnum
1616,"We are looking to do an electrical infrastructure upgrades for the site.
I have attached the one-line diagrams and a site assessment report performed by Genelco for your reference.

As part of the infrastructure refresh, we are looking to replace the logic screen for the PDU units.

From Pg 21 of the site assessment report, various issues associated with the PDU units are listed. 
I have also attached a picture of the PDU nameplate.",0,5004600000A0ab7AAB,"We are looking to do an electrical infrastructure upgrades for the site. I have attached the one-line diagrams and a site assessment report performed by Genelco for your reference. As part of the infrastructure refresh, we are looking to replace the logic screen for the PDU units. From Pg 21 of the site assessment report, various issues associated with the PDU units are listed. I have also attached a picture of the PDU nameplate. ",True
1617,"16 STS cable pull boxes were designed, built, and shipped to QTS to switch incoming cable orientation. After shipment of units, Engineering determined that all of the metal brackets were the wrong type of steel and will rust in the field. Now ordering qty. 96 of part number BKT69811 to replace the brackets shipped previously.",0,5004600000A0YeyAAF,"16 STS cable pull boxes were designed, built, and shipped to QTS to switch incoming cable orientation. After shipment of units, Engineering determined that all of the metal brackets were the wrong type of steel and will rust in the field. Now ordering qty. 96 of part number BKT69811 to replace the brackets shipped previously. ",True
1618,"Thanks, we discussed part of the issue not long after he was onsite and I thought I had it all settled with them but then they found a box with a bunch of CTís in it and found that they were not installed if there was no breaker. In the past your tech would have installed them and then labeled the CT for the Electrician. 

Thank You
David Suhr
402-592-4259 Office
402-706-8809 Cell
 

From: Fitz, DeAnn <deann.fitz@pdicorp.com> 
Sent: Monday, April 16, 2018 2:45 PM
To: dsuhr@ptisolutions.com
Cc: Spehar, Amber <amber.spehar@pdicorp.com>
Subject: ACI

Dave
I received your voice mail.  Iím not sure why the site would wait months to tell us that there is a problem.  The technician that was sent in last time is one of our top guys and he would have never left the site incomplete.
Amber Spehar is now handling the east coast and will be able to assist with scheduling.  I will fill her in on the details and have her give you a call tomorrow.",0,50046000003ox8VAAQ,"Thanks, we discussed part of the issue not long after he was onsite and I thought I had it all settled with them but then they found a box with a bunch of CTís in it and found that they were not installed if there was no breaker. In the past your tech would have installed them and then labeled the CT for the Electrician. Thank You David Suhr 402-592-4259 Office 402-706-8809 Cell From: Fitz, DeAnn <deann.fitz@pdicorp.com> Sent: Monday, April 16, 2018 2:45 PM To: dsuhr@ptisolutions.com Cc: Spehar, Amber <amber.spehar@pdicorp.com> Subject: ACI Dave I received your voice mail. Iím not sure why the site would wait months to tell us that there is a problem. The technician that was sent in last time is one of our top guys and he would have never left the site incomplete. Amber Spehar is now handling the east coast and will be able to assist with scheduling. I will fill her in on the details and have her give you a call tomorrow. ",True
1619,Configure 60 JCOMMs,0,5004p00000DOiSaAAL,Configure 60 JCOMMs ,True
1620,display on unit is scrolling,0,5004p00000DgiFIAAZ,display on unit is scrolling ,True
1621,"SAS TX alarm
serial # STS20134-22B

site
CyrusOne
2905 Diehl Rd
Aurora, IL  60502",0,5004600000A08xsAAB,"SAS TX alarm serial # STS20134-22B site CyrusOne 2905 Diehl Rd Aurora, IL 60502 ",True
1622,"160505bp7 ñ Serial# - 411-0221-21         Screen doesn't indicate Source, switch state alarm in (along with others)
160505cp5 ñ Serial# - 411-0221-20          SAS D voting, SAS 2 fiber Rx, SAS 2 in control alarms in             
160606cp2 ñ Serial# - 411-0153-14          Home button doesn't work, screen needs calibration
160606ap2 ñ Serial# - 411-0153-22          Screen doesn't indicate Source  


site
CyrusOne
1649 W Frankford Rd
Carrollton, TX  75007",0,5004p00000Dg3EhAAJ,"160505bp7 ñ Serial# - 411-0221-21 Screen doesn't indicate Source, switch state alarm in (along with others) 160505cp5 ñ Serial# - 411-0221-20 SAS D voting, SAS 2 fiber Rx, SAS 2 in control alarms in 160606cp2 ñ Serial# - 411-0153-14 Home button doesn't work, screen needs calibration 160606ap2 ñ Serial# - 411-0153-22 Screen doesn't indicate Source site CyrusOne 1649 W Frankford Rd Carrollton, TX 75007 ",True
1623,"SAS TX alarms on two STs
F6B   411-0159-22
F6A   411-0159-16

site
Digital Realty
suite 800
505 N. Railroad
Northlake, IL",0,5004p00000De7bLAAR,"SAS TX alarms on two STs F6B 411-0159-22 F6A 411-0159-16 site Digital Realty suite 800 505 N. Railroad Northlake, IL ",True
1624,"PDUs were started up on 7/8/2019 now the HMI data on the unit does not appear to be correct. Some examples are that the input frequency was not reading on the unit at all, Power factor was missing on some phases, power factor was reporting when it shouldnít be. It looks like the tech from PDI needs to take a look at this.",0,5004p00000DN9WeAAL,"PDUs were started up on 7/8/2019 now the HMI data on the unit does not appear to be correct. Some examples are that the input frequency was not reading on the unit at all, Power factor was missing on some phases, power factor was reporting when it shouldnít be. It looks like the tech from PDI needs to take a look at this. ",True
1625,"troubleshoot comm 1 error on PDU
T16-14-US-S-2711

site
Stream 
1708 West Creek Ln 
Chaska, MN 55318",0,5004p00000DfxgNAAR,"troubleshoot comm 1 error on PDU T16-14-US-S-2711 site Stream 1708 West Creek Ln Chaska, MN 55318 ",True
1626,"troubleshoot PDU with blank display
serial # 110-4309-3 (A3)

site
Digital Realty
suite 270
9355 W Grand Ave
Franklin Park, IL  60131",0,5004p00000DuQaAAAV,"troubleshoot PDU with blank display serial # 110-4309-3 (A3) site Digital Realty suite 270 9355 W Grand Ave Franklin Park, IL 60131 ",True
1627,"SAS TX alarms on three units:

442-0142-1  (STS/PDU 3.2B1)
442-0074-2  (STS/PDU 1.1B1)
442-0098-8  (STS/PDU 2.2B3)

site
Data Foundry
4100 Smith School Rd
Austin, TX  78744",0,5004p00000Dgq8xAAB,"SAS TX alarms on three units: 442-0142-1 (STS/PDU 3.2B1) 442-0074-2 (STS/PDU 1.1B1) 442-0098-8 (STS/PDU 2.2B3) site Data Foundry 4100 Smith School Rd Austin, TX 78744 ",True
1628,"numerous units are showing random characters on the displays.
U42 chip will need to be replaced
starting with these 5 units as a test since this is a new chip mfg for PDI


site
HSBC
475 Corporate Woods Pkwy
Vernon Hills, IL  60061",0,5004p00000DPEs2AAH,"numerous units are showing random characters on the displays. U42 chip will need to be replaced starting with these 5 units as a test since this is a new chip mfg for PDI site HSBC 475 Corporate Woods Pkwy Vernon Hills, IL 60061 ",True
1629,"breaker upgrade on 12 PDUs.
install (1) 400A breaker, bus bar and CT's into each PDU
T17-45-US-S-3886 3BP6 
T17-45-US-S-3887 3AP5 
T17-45-US-S-3888 3CP6 
T17-45-US-S-3890 3CP5 
T17-45-US-S-3894 3DP6 
T17-45-US-S-3896 3AP4 
T17-45-US-S-3933 3CP4 
T17-45-US-S-3936 3DP5 
T17-45-US-S-3937 3BP5 
T17-45-US-S-3938 3AP6 
T17-45-US-S-3939 3DP4 
T17-45-US-S-3940 3BP4 

site
CyrusOne
7100 Metropolis Dr
Austin, TX",0,50046000005k5AxAAI,"breaker upgrade on 12 PDUs. install (1) 400A breaker, bus bar and CT's into each PDU T17-45-US-S-3886 3BP6 T17-45-US-S-3887 3AP5 T17-45-US-S-3888 3CP6 T17-45-US-S-3890 3CP5 T17-45-US-S-3894 3DP6 T17-45-US-S-3896 3AP4 T17-45-US-S-3933 3CP4 T17-45-US-S-3936 3DP5 T17-45-US-S-3937 3BP5 T17-45-US-S-3938 3AP6 T17-45-US-S-3939 3DP4 T17-45-US-S-3940 3BP4 site CyrusOne 7100 Metropolis Dr Austin, TX ",True
1630,"PDU has comm errors showing the the Building Management System
serial # 540-0733-1

site
CyrusOne
2905 Diehl Rd
Aurora, IL",0,5004p00000DhO6wAAF,"PDU has comm errors showing the the Building Management System serial # 540-0733-1 site CyrusOne 2905 Diehl Rd Aurora, IL ",True
1631,PM only on 20 PDUs,0,5004600000A1zb2AAB,PM only on 20 PDUs ,True
1632,Incorrect ferrules were used on the PDUs. two small ferrules were used instead of the longer one that was called out on the BOM,0,50046000007D79KAAS,Incorrect ferrules were used on the PDUs. two small ferrules were used instead of the longer one that was called out on the BOM ,True
1633,"configure 16 JCOMMs
540-0893

site
QTS
14100 Park Vista Blvd
Fort Worth, TX  76177",0,5004600000A0CsbAAF,"configure 16 JCOMMs 540-0893 site QTS 14100 Park Vista Blvd Fort Worth, TX 76177 ",True
1634,"During an IR scan on one unit, there was a hot spot found on the main input breaker.  customer is requesting a replacement.

site
ExxonMobil
2993 Irving Dr
Dallas, TX",0,5004600000A25PJAAZ,"During an IR scan on one unit, there was a hot spot found on the main input breaker. customer is requesting a replacement. site ExxonMobil 2993 Irving Dr Dallas, TX ",True
1635,"customer had an issue and dropped load on the STS , serial # 411-0107



site
City of San Antonio - PSAP
PSAP call center
8039 Challenger Drive
San Antonio, TX  78235",0,5004600000A1t3NAAR,"customer had an issue and dropped load on the STS , serial # 411-0107 site City of San Antonio - PSAP PSAP call center 8039 Challenger Drive San Antonio, TX 78235 ",True
1636,"After Hours (Monday - Friday, 5PM - 8AM) Alarm on 2 STSís ñ Trouble Shoot. 411-0237 Unit 1 & 4 SO 22131

PO 527997
Quote: 21854",0,50046000009zcPWAAY,"After Hours (Monday - Friday, 5PM - 8AM) Alarm on 2 STSís ñ Trouble Shoot. 411-0237 Unit 1 & 4 SO 22131 PO 527997 Quote: 21854 ",True
1637,Getting Common alarms on unit and high resisted ground faults alarm going off.,0,5004600000A27XZAAZ,Getting Common alarms on unit and high resisted ground faults alarm going off. ,True
1638,"customer is getting high current alarms on both units.  These units were started up in May 2019

site
Digital Realty
9333 W Grand Ave
Franklin Park, IL 60131",0,5004600000A29ZzAAJ,"customer is getting high current alarms on both units. These units were started up in May 2019 site Digital Realty 9333 W Grand Ave Franklin Park, IL 60131 ",True
1639,Site would like all of the CTs calibrated on each RPP in DH 55,0,50046000005PMPZAA4,Site would like all of the CTs calibrated on each RPP in DH 55 ,True
1640,PDU transformer insulation failed and damaged PDU. ECBMC SR#T16-31-US-S-2869,0,50046000003nXF8AAM,PDU transformer insulation failed and damaged PDU. ECBMC SR#T16-31-US-S-2869 ,True
1641,Be onsite for customer testing,0,50046000006b6C5AAI,Be onsite for customer testing ,True
1642,"Screen shows
BCMS1 Over Volt Main
BCMS2 Over Volt Main",0,50046000009zltWAAQ,Screen shows BCMS1 Over Volt Main BCMS2 Over Volt Main ,True
1643,"BUILDING	ASSET	Location	Serial #	Alarm	
CU2	D2B2	Center Isle far side	442-0060-3B	TX3					
CU3	A11B1	46	442-0058-12B	TX 3, switch state and SAS down",0,5004600000A1g8yAAB,"BUILDING	ASSET	Location	Serial #	Alarm	 CU2	D2B2	Center Isle far side	442-0060-3B	TX3					 CU3	A11B1	46	442-0058-12B	TX 3, switch state and SAS down ",True
1644,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0,5004p00000DNzWiAAL,"Site info: John Limbacher 571-420-8934 F150 suite upgrades 43830 Devin Schafron Ashburn, VA 20147 SO 31186 SN: 110-2774-1-16 180-1778-1-4 180-1871-1-2 WEEK 1: Monday: 1pm kick off meeting, staging for the week Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday) Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. Replace side car internals on the same units WEEK 2: Monday - Staging for the week Tuesday-Wednesday: 6am Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. Replace side car internals on the same units Replace 6 RPP monitors with infinity upgrade Parts included: PDU Kit: WS Infinity display mounted on new PDU door VVIT PCB for voltage monitoring Subfeed BCMS interface installed for 6 Breakers 18- 250A Split-core CTs All mounting hardware and cables RPP kit: WS Infinity display mounted on new RPP door VVIT PCB for voltage monitoring 4 CT strips with BCMS interface installed All mounting hardware and cables ",True
1645,"From Customer: Good afternoon Thun, 
Can you please help me out with getting part information and repair procedures for these deficiencies found during the last maintenance cycle?
The attached images are for the deficiencies found for the CT plugs and wires on the M4G board. We would need to know the repair procedure for this board and partial wire harness/plug replacement. 
The B4 PDU has CTs that were disconnected and not shorted so at the recommendation of the techs, those CTs are most likely bad now and would need to be replaced. 
Could you also provide a repair procedure for the CT replacement so we can determine when we would be able to schedule the PDU for repair?
The QC4 PDU BC1 is another one high on the priority list since the TVSS is currently bad along with the fuse block. Could you please include the repair procedures for this?

From Keith Waterman: I spoke with both Jeff and Vince as they did the PM.
Yes the M4-G boards will have to be replaced and the connector will be cut off and replaced with new. Wire will be cut back to remove damaged insulation, then reterminated.
The fuse block feeding the TVSS and TVSS itself will have to be replaced as there is a short inside the existing TVSS that caused fuses to blow and damage to fuse block.
The subfeed CTs were never terminated to a BCMS resistor board as there is no BCMS or Resistor card on the unit. I doní know if it was removed or never ordered with, but it is strange that the unit would be installed with CTS on the output breakers without this circuitry. Iíll look at the SN to see if it was originally configured with monitoring.",0,5004600000A268fAAB,"From Customer: Good afternoon Thun, Can you please help me out with getting part information and repair procedures for these deficiencies found during the last maintenance cycle? The attached images are for the deficiencies found for the CT plugs and wires on the M4G board. We would need to know the repair procedure for this board and partial wire harness/plug replacement. The B4 PDU has CTs that were disconnected and not shorted so at the recommendation of the techs, those CTs are most likely bad now and would need to be replaced. Could you also provide a repair procedure for the CT replacement so we can determine when we would be able to schedule the PDU for repair? The QC4 PDU BC1 is another one high on the priority list since the TVSS is currently bad along with the fuse block. Could you please include the repair procedures for this? From Keith Waterman: I spoke with both Jeff and Vince as they did the PM. Yes the M4-G boards will have to be replaced and the connector will be cut off and replaced with new. Wire will be cut back to remove damaged insulation, then reterminated. The fuse block feeding the TVSS and TVSS itself will have to be replaced as there is a short inside the existing TVSS that caused fuses to blow and damage to fuse block. The subfeed CTs were never terminated to a BCMS resistor board as there is no BCMS or Resistor card on the unit. I doní know if it was removed or never ordered with, but it is strange that the unit would be installed with CTS on the output breakers without this circuitry. Iíll look at the SN to see if it was originally configured with monitoring. ",True
